# AGN bolometric luminosity data, taken from Shen et al. (2020):
# 2020ApJ.892.17D
# In this file we include all of the data from the paper, for all redshifts and
# observation bands. Units of the luminosity are erg/s. Units of the luminosity 
# function are Mpc^-3 dex^-1.
#
#Wavelength    Redshift    log_L_bol_err    log_L_bol_err    log_Phi    log_Phi_erra
hard_X_ray       4.20          45.55             0.12         -4.96        0.26
hard_X_ray       4.20          45.89             0.12         -5.03        0.18
hard_X_ray       4.20          46.23             0.12         -5.41        0.18
hard_X_ray       4.20          46.57             0.12         -5.92        0.24
hard_X_ray       4.20          46.91             0.12         -6.57        0.44
hard_X_ray       4.20          44.20             0.00         -4.37        0.71
hard_X_ray       4.20          44.85             0.25         -4.55        0.46
hard_X_ray       4.20          45.52             0.25         -4.29        0.41
hard_X_ray       4.20          46.19             0.25         -5.11        0.31
hard_X_ray       4.20          46.87             0.25         -5.91        0.46
soft_X_ray       4.20          45.25             0.00         -4.39        0.23
soft_X_ray       4.20          46.60             0.50         -5.21        0.18
soft_X_ray       4.20          47.97             0.50         -8.26        0.63
soft_X_ray       4.20          49.35             0.50         -9.71        0.32
soft_X_ray       4.20          45.06             0.00         -3.99        0.43
soft_X_ray       4.20          47.09             0.75         -6.54        0.46
soft_X_ray       4.20          45.74             0.00         -3.96        0.20
soft_X_ray       4.20          46.62             0.33         -5.43        0.18
soft_X_ray       4.20          47.58             0.35         -7.21        0.20
soft_X_ray       4.20          48.68             0.40         -9.37        0.61
soft_X_ray       4.20          49.67             0.36         -10.22        0.42
mid_IR           4.20          47.25             0.00         -6.99        0.40
mid_IR           4.20          46.86             0.20         -6.28        0.21
UV               4.40          46.44             0.00         -5.77        0.24
UV               4.40          45.85             0.30         -5.37        0.18
UV               4.40          45.46             0.20         -5.03        0.14
UV               4.40          45.08             0.20         -4.41        0.12
UV               4.40          45.34             0.00         -5.41        0.65
UV               4.40          45.86             0.27         -5.49        0.65
UV               4.40          47.03             0.60         -6.95        0.05
UV               4.40          47.23             0.10         -7.31        0.06
UV               4.40          47.43             0.10         -7.68        0.08
UV               4.40          47.63             0.10         -8.09        0.12
UV               4.40          47.82             0.10         -8.68        0.22
UV               4.40          48.02             0.10         -9.50        0.65
UV               4.40          48.00             0.00         -9.95        0.41
UV               4.40          47.55             0.22         -8.45        0.08
UV               4.40          47.21             0.17         -7.69        0.04
UV               4.40          46.91             0.15         -6.93        0.06
UV               4.40          46.78             0.07         -6.15        0.21
UV               4.40          46.52             0.13         -6.50        0.33
UV               4.40          46.04             0.25         -5.16        0.20
UV               4.40          45.70             0.17         -4.77        0.25
